game_id,season,game_timestamp,home_team_id,away_team_id,home_points,away_points,winning_team_id
100740,2025,2026-03-23 22:30:00.000000,217,908,124,112,217
100739,2025,2026-03-23 22:00:00.000000,592,547,137,117,592
100738,2025,2026-03-23 21:30:00.000000,486,789,104,97,486
100737,2025,2026-03-23 21:00:00.000000,740,662,110,108,740
100736,2025,2026-03-23 20:00:00.000000,430,365,123,88,430
100735,2025,2026-03-23 19:30:00.000000,933,386,105,131,386
100734,2025,2026-03-23 19:00:00.000000,162,891,134,119,162
100733,2025,2026-03-23 19:00:00.000000,618,727,126,134,727
100732,2025,2026-03-23 19:00:00.000000,108,541,109,117,541
100731,2025,2026-03-22 21:00:00.000000,460,908,120,130,908
100730,2025,2026-03-22 20:00:00.000000,547,829,122,111,547
100729,2025,2026-03-22 18:00:00.000000,365,789,117,125,789
100728,2025,2026-03-22 17:00:00.000000,662,618,123,122,662
100727,2025,2026-03-21 22:00:00.000000,727,365,120,101,727
100726,2025,2026-03-21 21:30:00.000000,908,217,120,135,217
100725,2025,2026-03-21 20:30:00.000000,891,592,113,114,592
100724,2025,2026-03-21 20:00:00.000000,933,662,109,119,662
100723,2025,2026-03-21 20:00:00.000000,604,829,121,115,604
100722,2025,2026-03-21 20:00:00.000000,709,788,106,102,709
100721,2025,2026-03-21 19:00:00.000000,486,317,131,113,486
100720,2025,2026-03-21 19:00:00.000000,386,547,118,116,386
100719,2025,2026-03-21 19:00:00.000000,554,162,114,89,554
100718,2025,2026-03-21 17:00:00.000000,740,430,104,108,430
100717,2025,2026-03-20 21:00:00.000000,604,727,120,113,604
100716,2025,2026-03-20 20:00:00.000000,788,680,128,96,788
100715,2025,2026-03-20 20:00:00.000000,486,740,116,103,486
100714,2025,2026-03-20 20:00:00.000000,750,908,115,114,750
100713,2025,2026-03-20 19:30:00.000000,709,162,91,131,162
100712,2025,2026-03-19 22:00:00.000000,162,541,115,102,162
100711,2025,2026-03-19 21:00:00.000000,750,108,121,117,750
100710,2025,2026-03-19 20:00:00.000000,554,547,121,116,554
100709,2025,2026-03-19 20:00:00.000000,740,386,116,104,740
100708,2025,2026-03-19 20:00:00.000000,727,891,128,117,727
100707,2025,2026-03-18 21:30:00.000000,326,789,120,99,326
100706,2025,2026-03-18 20:30:00.000000,386,829,120,98,386
100705,2025,2026-03-18 20:30:00.000000,908,486,87,100,486
100704,2025,2026-03-18 20:00:00.000000,740,788,147,111,740
100703,2025,2026-03-18 20:00:00.000000,592,891,130,107,592
100702,2025,2026-03-18 19:30:00.000000,317,933,132,107,317
100701,2025,2026-03-18 19:30:00.000000,662,547,107,105,662
100700,2025,2026-03-18 19:00:00.000000,709,430,109,103,709
100699,2025,2026-03-17 22:00:00.000000,430,541,101,103,541
100698,2025,2026-03-17 22:00:00.000000,162,985,121,106,162
100697,2025,2026-03-17 20:00:00.000000,908,789,131,137,789
100696,2025,2026-03-17 19:00:00.000000,592,554,126,118,592
100695,2025,2026-03-16 22:00:00.000000,985,933,126,110,985
100694,2025,2026-03-16 21:30:00.000000,891,430,119,127,430
100693,2025,2026-03-16 20:00:00.000000,727,460,127,113,727
100692,2025,2026-03-16 20:00:00.000000,486,604,129,126,486
100691,2025,2026-03-16 19:30:00.000000,908,740,94,124,740
100690,2025,2026-03-16 19:30:00.000000,108,788,116,111,108
100689,2025,2026-03-16 19:00:00.000000,547,592,124,109,547
100688,2025,2026-03-15 22:00:00.000000,162,604,131,136,604
100687,2025,2026-03-15 20:00:00.000000,680,592,113,127,592
100686,2025,2026-03-15 18:00:00.000000,108,891,114,109,108
100685,2025,2026-03-15 15:30:00.000000,365,486,111,132,486
100684,2025,2026-03-15 13:00:00.000000,740,750,92,119,750
100683,2025,2026-03-14 22:30:00.000000,162,386,101,100,162
100682,2025,2026-03-14 20:30:00.000000,554,486,100,103,486
100681,2025,2026-03-14 15:30:00.000000,326,740,92,102,740
100680,2025,2026-03-13 22:30:00.000000,662,727,92,100,727
100679,2025,2026-03-13 22:00:00.000000,789,365,131,126,789
100678,2025,2026-03-13 22:00:00.000000,326,386,120,112,326
100677,2025,2026-03-13 20:00:00.000000,217,933,146,107,217
100676,2025,2026-03-13 19:30:00.000000,604,788,135,129,604
100675,2025,2026-03-13 19:30:00.000000,592,317,119,108,592
100674,2025,2026-03-13 19:30:00.000000,829,908,122,92,829
100673,2025,2026-03-12 22:30:00.000000,789,740,117,127,740
100672,2025,2026-03-12 21:30:00.000000,547,908,129,111,547
100671,2025,2026-03-12 21:00:00.000000,788,709,116,126,709
100670,2025,2026-03-12 20:00:00.000000,108,317,126,110,108
100669,2025,2026-03-12 19:00:00.000000,727,604,127,125,727
100668,2025,2026-03-11 22:30:00.000000,933,430,114,122,430
100667,2025,2026-03-11 22:00:00.000000,541,108,134,90,541
100666,2025,2026-03-11 22:00:00.000000,162,592,116,112,162
100665,2025,2026-03-11 21:00:00.000000,326,908,120,100,326
100664,2025,2026-03-11 20:00:00.000000,891,386,108,123,386
100663,2025,2026-03-10 23:00:00.000000,162,662,145,120,162
100662,2025,2026-03-10 22:00:00.000000,547,592,105,99,547
100661,2025,2026-03-10 22:00:00.000000,554,789,110,107,554
100660,2025,2026-03-10 22:00:00.000000,680,788,113,99,680
100659,2025,2026-03-10 20:00:00.000000,933,908,112,120,908
100658,2025,2026-03-10 20:00:00.000000,709,486,103,123,486
100657,2025,2026-03-10 20:00:00.000000,386,541,111,99,386
100656,2025,2026-03-10 19:30:00.000000,740,985,87,109,985
100655,2025,2026-03-10 19:00:00.000000,604,430,128,112,604
100654,2025,2026-03-09 22:00:00.000000,541,908,117,90,541
100653,2025,2026-03-09 21:00:00.000000,386,604,123,125,604
100652,2025,2026-03-09 19:30:00.000000,891,727,130,137,727
100651,2025,2026-03-09 19:30:00.000000,162,326,125,116,162
100650,2025,2026-03-08 22:00:00.000000,709,933,139,129,709
100649,2025,2026-03-08 21:00:00.000000,486,554,111,100,486
100648,2025,2026-03-08 21:00:00.000000,108,386,103,114,386
100647,2025,2026-03-08 20:00:00.000000,662,727,116,124,727
100646,2025,2026-03-08 19:00:00.000000,592,740,153,128,592
100645,2025,2026-03-08 18:00:00.000000,618,162,111,136,162
100644,2025,2026-03-08 15:30:00.000000,680,908,123,99,680
100643,2025,2026-03-07 20:30:00.000000,985,789,115,101,985
100642,2025,2026-03-07 20:00:00.000000,604,908,142,135,604
100641,2025,2026-03-07 20:00:00.000000,592,680,129,96,592
100640,2025,2026-03-07 15:00:00.000000,662,554,111,94,662
100639,2025,2026-03-06 22:30:00.000000,547,662,102,134,662
100638,2025,2026-03-06 21:30:00.000000,386,788,134,109,386
100637,2025,2026-03-06 21:00:00.000000,908,592,131,138,592
100636,2025,2026-03-06 21:00:00.000000,750,486,108,113,486
100635,2025,2026-03-06 20:00:00.000000,680,162,95,127,162
100634,2025,2026-03-06 19:00:00.000000,430,273,134,99,430
100633,2025,2026-03-05 22:00:00.000000,317,662,132,124,317
100632,2025,2026-03-05 22:00:00.000000,933,604,125,118,933
100631,2025,2026-03-05 21:00:00.000000,273,486,92,121,486
100630,2025,2026-03-05 20:00:00.000000,680,386,114,129,386
100629,2025,2026-03-05 20:00:00.000000,108,547,123,133,547
100628,2025,2026-03-05 19:30:00.000000,592,162,115,119,162
100627,2025,2026-03-05 19:00:00.000000,788,365,110,133,365
100626,2025,2026-03-05 19:00:00.000000,740,829,115,107,740
100625,2025,2026-03-04 22:30:00.000000,727,108,128,104,727
100624,2025,2026-03-04 20:00:00.000000,604,662,129,93,604
100623,2025,2026-03-04 19:30:00.000000,592,430,104,114,430
100622,2025,2026-03-04 19:00:00.000000,933,162,98,123,162
100621,2025,2026-03-03 23:00:00.000000,547,365,138,118,547
100620,2025,2026-03-03 22:30:00.000000,592,829,119,94,592
100619,2025,2026-03-03 20:00:00.000000,788,460,113,122,460
100618,2025,2026-03-03 20:00:00.000000,727,273,116,99,727
100617,2025,2026-03-03 20:00:00.000000,386,680,105,108,680
100616,2025,2026-03-03 19:00:00.000000,933,317,125,124,933
100615,2025,2026-03-02 22:00:00.000000,108,162,104,132,162
100614,2025,2026-03-02 21:00:00.000000,486,985,114,110,486
100613,2025,2026-03-02 19:00:00.000000,430,908,93,100,908
100612,2025,2026-03-01 21:30:00.000000,604,709,124,96,604
100611,2025,2026-03-01 21:00:00.000000,273,430,95,114,430
100610,2025,2026-03-01 20:00:00.000000,727,547,110,101,727
100609,2025,2026-03-01 18:00:00.000000,662,829,113,99,662
100608,2025,2026-03-01 17:00:00.000000,789,317,124,130,317
100607,2025,2026-03-01 15:30:00.000000,933,592,120,123,592
100606,2025,2026-03-01 13:00:00.000000,217,108,123,113,217
100605,2025,2026-02-28 21:30:00.000000,662,326,93,114,326
100604,2025,2026-02-28 20:30:00.000000,273,908,114,123,908
100603,2025,2026-02-28 15:30:00.000000,740,217,138,116,740
100602,2025,2026-02-28 13:00:00.000000,592,604,115,114,592
100601,2025,2026-02-27 21:30:00.000000,592,709,113,128,709
100600,2025,2026-02-27 20:30:00.000000,430,604,103,157,604
100599,2025,2026-02-26 22:00:00.000000,430,386,125,130,386
100598,2025,2026-02-26 21:00:00.000000,486,273,105,86,486
100597,2025,2026-02-26 21:00:00.000000,162,750,112,103,162
100596,2025,2026-02-26 20:30:00.000000,618,662,115,105,618
100595,2025,2026-02-26 20:00:00.000000,891,788,122,131,788
100594,2025,2026-02-26 19:30:00.000000,727,592,125,122,727
100593,2025,2026-02-26 19:30:00.000000,108,933,125,129,933
100592,2025,2026-02-25 22:00:00.000000,789,727,101,129,727
100591,2025,2026-02-25 20:00:00.000000,933,788,123,114,933
100590,2025,2026-02-25 19:30:00.000000,386,750,113,110,386
100589,2025,2026-02-25 19:30:00.000000,829,740,126,128,740
100588,2025,2026-02-25 19:30:00.000000,604,486,111,121,486
100587,2025,2026-02-24 22:30:00.000000,829,788,107,100,829
100586,2025,2026-02-24 22:00:00.000000,727,486,110,119,486
100585,2025,2026-02-24 21:00:00.000000,547,618,111,123,618
100584,2025,2026-02-24 20:00:00.000000,908,108,121,130,108
100583,2025,2026-02-24 19:30:00.000000,592,750,109,111,750
100582,2025,2026-02-24 19:30:00.000000,604,460,117,119,460
100581,2025,2026-02-23 21:30:00.000000,740,547,115,119,547
100580,2025,2026-02-23 20:00:00.000000,933,108,114,123,108
100579,2025,2026-02-23 19:00:00.000000,662,592,102,95,662
100578,2025,2026-02-22 21:00:00.000000,740,592,96,115,592
100577,2025,2026-02-22 20:00:00.000000,486,460,121,113,486
100576,2025,2026-02-22 19:00:00.000000,430,933,122,115,430
100575,2025,2026-02-22 18:30:00.000000,365,108,116,112,365
100574,2025,2026-02-22 17:00:00.000000,317,604,120,136,604
100573,2025,2026-02-22 15:30:00.000000,789,709,94,113,709
100572,2025,2026-02-22 13:00:00.000000,554,662,108,106,554
100571,2025,2026-02-21 20:30:00.000000,789,162,113,126,162
100570,2025,2026-02-21 20:00:00.000000,317,430,112,121,430
100569,2025,2026-02-21 20:00:00.000000,604,326,103,84,604
100568,2025,2026-02-21 19:00:00.000000,829,486,107,116,486
100567,2025,2026-02-21 17:00:00.000000,727,750,109,110,750
100566,2025,2026-02-20 22:00:00.000000,108,750,94,131,750
100565,2025,2026-02-20 22:00:00.000000,788,430,119,135,430
100564,2025,2026-02-20 20:00:00.000000,933,789,112,133,789
100563,2025,2026-02-20 20:00:00.000000,386,486,109,136,486
100562,2025,2026-02-20 19:30:00.000000,985,604,124,121,985
100561,2025,2026-02-20 19:00:00.000000,273,162,110,126,162
100560,2025,2026-02-19 22:30:00.000000,788,547,105,115,547
100559,2025,2026-02-19 22:00:00.000000,386,908,120,111,386
100558,2025,2026-02-19 22:00:00.000000,662,541,99,109,541
100557,2025,2026-02-19 20:30:00.000000,985,486,124,116,985
100556,2025,2026-02-19 19:00:00.000000,273,727,109,125,727
100555,2025,2026-02-12 22:00:00.000000,554,604,134,127,554
100554,2025,2026-02-12 21:00:00.000000,788,108,121,93,788
100553,2025,2026-02-12 19:30:00.000000,541,662,101,105,662
100552,2025,2026-02-11 22:00:00.000000,592,740,88,94,740
100551,2025,2026-02-11 21:00:00.000000,662,788,125,105,662
100550,2025,2026-02-11 21:00:00.000000,789,933,114,113,789
100549,2025,2026-02-11 21:00:00.000000,386,709,103,109,709
100548,2025,2026-02-11 20:00:00.000000,486,604,127,121,486
100547,2025,2026-02-11 20:00:00.000000,727,162,108,136,162
100546,2025,2026-02-11 20:00:00.000000,680,547,141,137,680
100545,2025,2026-02-10 22:30:00.000000,592,460,91,124,460
100544,2025,2026-02-10 21:00:00.000000,430,740,121,124,740
100543,2025,2026-02-10 20:00:00.000000,162,908,138,125,162
100542,2025,2026-02-09 22:00:00.000000,829,162,107,110,162
100541,2025,2026-02-09 22:00:00.000000,604,933,122,116,604
100540,2025,2026-02-09 22:00:00.000000,108,592,111,114,592
100539,2025,2026-02-09 21:00:00.000000,486,662,106,112,662
100538,2025,2026-02-09 20:00:00.000000,740,908,122,111,740
100537,2025,2026-02-09 20:00:00.000000,727,709,119,115,727
100536,2025,2026-02-09 19:30:00.000000,386,430,77,92,430
100535,2025,2026-02-08 15:00:00.000000,750,662,108,113,662
100534,2025,2026-02-07 22:00:00.000000,618,933,136,120,618
100533,2025,2026-02-07 22:00:00.000000,217,788,121,119,217
100532,2025,2026-02-07 21:00:00.000000,891,908,130,134,908
100531,2025,2026-02-07 20:30:00.000000,386,326,81,97,326
100530,2025,2026-02-07 20:00:00.000000,985,162,103,114,162
100529,2025,2026-02-07 19:00:00.000000,789,604,128,117,789
100528,2025,2026-02-07 18:00:00.000000,486,680,93,110,680
100527,2025,2026-02-07 15:30:00.000000,740,430,133,109,740
100526,2025,2026-02-06 22:00:00.000000,908,933,105,124,933
100525,2025,2026-02-06 22:00:00.000000,547,680,118,139,680
100524,2025,2026-02-06 20:00:00.000000,162,108,139,122,162
100523,2025,2026-02-05 22:00:00.000000,662,592,102,105,592
100522,2025,2026-02-05 22:00:00.000000,386,789,97,101,789
100521,2025,2026-02-05 20:30:00.000000,547,108,120,94,547
100520,2025,2026-02-05 20:00:00.000000,541,430,109,93,541
100519,2025,2026-02-05 19:30:00.000000,727,908,124,104,727
100518,2025,2026-02-04 22:30:00.000000,386,592,93,117,592
100517,2025,2026-02-04 22:00:00.000000,618,788,111,115,788
100516,2025,2026-02-04 21:30:00.000000,108,460,126,132,460
100515,2025,2026-02-04 20:00:00.000000,740,709,108,135,709
100514,2025,2026-02-04 20:00:00.000000,162,486,116,106,162
100513,2025,2026-02-04 19:30:00.000000,541,547,102,95,541
100512,2025,2026-02-04 19:00:00.000000,727,789,105,99,727
100511,2025,2026-02-03 23:00:00.000000,908,162,123,135,162
100510,2025,2026-02-03 22:00:00.000000,554,727,112,100,554
100509,2025,2026-02-03 20:00:00.000000,547,709,126,111,547
100508,2025,2026-02-03 20:00:00.000000,430,933,135,115,430
100507,2025,2026-02-03 19:30:00.000000,662,108,128,97,662
100506,2025,2026-02-03 19:00:00.000000,789,326,110,121,326
100505,2025,2026-02-03 19:00:00.000000,486,750,128,92,486
100504,2025,2026-02-02 22:00:00.000000,162,386,121,94,162
100503,2025,2026-02-02 19:30:00.000000,788,547,118,129,547
100502,2025,2026-02-02 19:00:00.000000,727,326,89,111,326
100501,2025,2026-02-02 15:00:00.000000,430,460,111,130,460
100500,2025,2026-02-01 21:30:00.000000,547,789,113,109,547
100499,2025,2026-02-01 21:00:00.000000,386,727,113,110,386
100498,2025,2026-02-01 21:00:00.000000,750,788,120,117,750
100497,2025,2026-02-01 20:00:00.000000,933,740,137,128,933
100496,2025,2026-02-01 19:00:00.000000,430,709,135,118,430
100495,2025,2026-02-01 18:00:00.000000,908,326,100,110,326
100494,2025,2026-02-01 18:00:00.000000,891,662,114,118,662
100493,2025,2026-01-31 20:30:00.000000,547,985,104,112,985
100492,2025,2026-01-31 20:00:00.000000,680,486,102,122,486
100491,2025,2026-01-31 19:30:00.000000,162,430,110,115,430
100490,2025,2026-01-31 12:00:00.000000,273,604,127,115,273
100489,2025,2026-01-30 22:00:00.000000,554,430,127,97,554
100488,2025,2026-01-30 21:30:00.000000,592,727,112,104,592
100487,2025,2026-01-30 21:00:00.000000,486,788,129,125,486
100486,2025,2026-01-30 21:00:00.000000,740,618,122,94,740
100485,2025,2026-01-30 19:30:00.000000,662,162,99,111,162
100484,2025,2026-01-30 19:30:00.000000,908,789,123,115,908
100483,2025,2026-01-30 19:30:00.000000,386,108,129,102,386
100482,2025,2026-01-30 19:00:00.000000,933,273,103,98,933
100481,2025,2026-01-29 21:30:00.000000,604,217,87,110,217
100480,2025,2026-01-29 21:00:00.000000,662,933,108,99,662
100479,2025,2026-01-29 21:00:00.000000,789,430,119,97,789
100478,2025,2026-01-29 20:30:00.000000,727,680,101,105,680
100477,2025,2026-01-29 20:00:00.000000,908,788,138,120,908
100476,2025,2026-01-29 19:00:00.000000,486,162,119,98,486
100475,2025,2026-01-28 21:30:00.000000,326,108,112,93,326
100474,2025,2026-01-28 21:00:00.000000,162,788,123,110,162
100473,2025,2026-01-28 20:30:00.000000,317,727,118,129,727
100472,2025,2026-01-28 20:00:00.000000,789,618,135,112,789
100471,2025,2026-01-28 19:00:00.000000,740,460,131,122,740
100470,2025,2026-01-27 22:00:00.000000,162,680,119,101,162
100469,2025,2026-01-27 21:00:00.000000,273,592,105,121,592
100468,2025,2026-01-27 21:00:00.000000,709,604,124,125,604
100467,2025,2026-01-27 20:00:00.000000,430,727,132,116,430
100466,2025,2026-01-27 19:30:00.000000,108,326,106,120,326
100465,2025,2026-01-27 19:00:00.000000,933,386,98,117,386
100464,2025,2026-01-26 21:30:00.000000,788,789,124,140,789
100463,2025,2026-01-26 20:00:00.000000,386,460,126,113,386
100462,2025,2026-01-26 20:00:00.000000,592,273,126,89,592
100461,2025,2026-01-26 20:00:00.000000,740,317,115,120,317
100460,2025,2026-01-25 21:00:00.000000,789,985,124,131,985
100459,2025,2026-01-25 20:00:00.000000,750,547,128,118,750
100458,2025,2026-01-25 19:00:00.000000,554,108,103,87,554
100457,2025,2026-01-25 19:00:00.000000,486,618,124,112,486
100456,2025,2026-01-25 17:30:00.000000,604,680,108,104,604
100455,2025,2026-01-25 15:00:00.000000,727,829,110,93,727
100454,2025,2026-01-24 21:30:00.000000,108,727,124,112,108
100453,2025,2026-01-24 20:30:00.000000,662,486,91,111,486
100452,2025,2026-01-23 22:00:00.000000,486,829,101,103,829
100451,2025,2026-01-23 21:30:00.000000,108,908,98,100,908
100450,2025,2026-01-23 20:00:00.000000,933,541,97,112,541
100449,2025,2026-01-23 20:00:00.000000,317,592,138,110,317
100448,2025,2026-01-23 19:30:00.000000,618,386,127,121,618
100447,2025,2026-01-23 19:30:00.000000,162,727,107,91,162
100446,2025,2026-01-23 19:00:00.000000,430,662,111,105,430
100445,2025,2026-01-22 22:00:00.000000,662,908,111,107,662
100444,2025,2026-01-22 22:00:00.000000,618,547,125,106,618
100443,2025,2026-01-22 21:00:00.000000,486,891,114,117,891
100442,2025,2026-01-22 20:00:00.000000,592,365,119,105,592
100441,2025,2026-01-22 19:30:00.000000,789,217,111,124,217
100440,2025,2026-01-22 19:00:00.000000,788,162,109,126,162
100439,2025,2026-01-22 19:00:00.000000,273,386,117,126,386
100438,2025,2026-01-21 22:00:00.000000,750,933,118,111,750
100437,2025,2026-01-21 21:30:00.000000,547,430,109,122,430
100436,2025,2026-01-21 20:00:00.000000,460,727,129,99,460
100435,2025,2026-01-21 20:00:00.000000,108,618,117,130,618
100434,2025,2026-01-20 22:00:00.000000,985,108,139,116,985
100433,2025,2026-01-20 22:00:00.000000,709,662,128,122,709
100432,2025,2026-01-20 22:00:00.000000,829,592,117,121,592
100431,2025,2026-01-20 21:00:00.000000,933,217,122,124,217
100430,2025,2026-01-20 20:00:00.000000,604,365,121,115,604
100429,2025,2026-01-20 20:00:00.000000,326,162,95,100,162
100428,2025,2026-01-20 19:00:00.000000,788,541,95,150,541
100427,2025,2026-01-19 22:00:00.000000,604,985,107,109,985
100426,2025,2026-01-19 19:30:00.000000,740,789,108,83,740
100425,2025,2026-01-19 17:00:00.000000,908,727,110,116,727
100424,2025,2026-01-19 17:00:00.000000,217,547,117,100,217
100423,2025,2026-01-19 15:00:00.000000,709,108,113,111,709
100422,2025,2026-01-19 14:30:00.000000,662,386,100,97,662
100421,2025,2026-01-18 21:30:00.000000,985,592,92,98,592
100420,2025,2026-01-18 21:00:00.000000,317,788,128,126,317
100419,2025,2026-01-18 20:00:00.000000,430,829,98,110,829
100418,2025,2026-01-18 19:00:00.000000,547,273,116,113,547
100417,2025,2026-01-18 12:00:00.000000,554,908,97,114,908
100416,2025,2026-01-17 22:00:00.000000,709,547,124,114,709
100415,2025,2026-01-17 21:00:00.000000,430,788,137,117,430
100414,2025,2026-01-17 20:30:00.000000,604,592,122,109,604
100413,2025,2026-01-17 20:00:00.000000,727,933,120,114,727
100412,2025,2026-01-17 20:00:00.000000,386,486,108,105,386
100411,2025,2026-01-17 19:30:00.000000,789,680,120,113,789
100410,2025,2026-01-17 17:00:00.000000,662,740,110,105,662
100409,2025,2026-01-16 22:00:00.000000,933,740,114,131,740
100408,2025,2026-01-16 21:30:00.000000,604,727,107,115,727
100407,2025,2026-01-16 19:30:00.000000,908,788,144,122,908
