game_id,person_id,team_id,starter,seconds,points,fg2_made,fg2_attempted,fg3_made,fg3_attempted,ft_attempted,ft_made,offensive_reb,defensive_reb,assists,steals,blocks,turnovers,defensive_fouls,offensive_fouls
100262,29038,908,false,637.3999999999999,2,1,2,0,1,0,0,0,2,1,0,0,2,3,1
100262,77136,908,false,1687.6,8,2,3,0,2,4,4,2,3,3,0,1,0,2,0
100262,19206,788,false,1106.0,11,1,1,3,4,0,0,2,2,1,0,0,1,3,0
100262,13920,788,true,2448.0,37,6,10,5,10,12,10,0,5,6,0,0,2,4,0
100262,82592,788,true,1300.8000000000002,4,2,2,0,1,0,0,0,2,3,0,1,1,2,0
100262,91456,788,false,1338.4,11,4,6,1,3,1,0,1,0,2,0,0,0,3,0
100262,26085,788,false,1876.0,10,4,6,0,2,2,2,0,3,8,2,1,0,3,0
100262,45589,788,true,2253.0,25,7,9,2,4,6,5,1,8,1,0,1,2,3,0
100262,49482,788,false,808.9,2,1,1,0,2,0,0,1,3,2,1,0,3,1,0
100262,89924,908,true,2503.0,42,12,23,1,4,20,15,1,6,6,1,2,4,3,0
100262,98605,788,true,1456.8999999999996,7,2,5,1,4,0,0,1,1,3,0,0,1,6,0
100262,41026,908,true,2288.2999999999997,14,4,6,2,6,0,0,0,3,11,1,0,4,2,0
100297,16307,317,true,1846.8,12,3,10,2,6,0,0,3,5,4,0,0,0,4,0
100297,28020,317,false,698.0,2,0,0,0,1,2,2,0,2,0,0,0,1,2,0
100297,51515,317,false,1456.0,16,2,4,4,8,0,0,1,2,0,4,0,3,1,0
100297,93460,547,false,1597.3,18,7,14,0,0,5,4,2,4,3,0,0,1,0,0
100297,42838,317,true,1707.8,20,7,8,1,10,3,3,0,5,5,2,0,2,3,0
100297,90115,547,false,1636.0,16,4,6,2,9,2,2,0,2,4,2,0,1,0,0
100297,19073,317,true,1411.0,5,1,2,1,8,0,0,2,1,1,0,0,0,1,0
100297,66416,317,false,1417.9,8,0,1,2,4,4,2,1,3,2,0,0,0,2,0
100297,39103,547,true,1480.0,10,4,10,0,2,2,2,2,4,1,2,0,0,1,0
100297,64215,317,false,740.1999999999999,6,2,2,0,1,2,2,0,0,1,1,2,2,2,2
100297,62270,317,false,1456.0,6,2,3,0,4,2,2,0,2,5,2,2,0,1,0
100297,73406,547,true,1187.0,10,1,1,2,7,2,2,1,1,1,0,0,1,2,0
100297,14296,547,true,2024.0,20,6,8,2,6,3,2,3,7,2,0,0,1,1,1
100297,72151,317,true,1444.0,11,3,7,1,3,2,2,3,4,5,0,0,4,1,2
100297,60173,547,false,1059.0,3,0,0,1,3,0,0,0,2,2,1,1,0,0,0
100297,40426,547,false,856.0,5,1,1,0,1,3,3,1,2,0,0,0,0,2,0
100297,50195,317,false,807.1999999999999,9,3,4,1,1,0,0,2,1,0,0,0,1,1,0
100297,95917,547,false,720.0,4,2,3,0,2,0,0,1,3,0,0,1,0,0,0
100297,18969,317,true,1415.1,9,2,2,1,3,2,2,1,5,3,1,0,0,2,0
100297,89832,547,false,669.7,4,2,3,0,0,2,0,4,4,0,0,2,2,2,1
100297,71124,547,true,1685.0,20,6,10,1,3,6,5,0,2,3,2,0,3,4,0
100297,10066,547,true,1486.0,4,2,4,0,0,0,0,0,8,5,0,1,5,2,1
100295,17710,789,true,2123.7999999999997,48,4,7,12,19,4,4,0,3,2,3,1,3,0,0
100295,58407,789,true,2096.999999999999,16,3,11,0,0,11,10,3,4,4,3,0,3,1,3
100295,36084,789,true,1793.9999999999995,14,3,4,2,4,2,2,1,7,7,3,1,8,5,0
100295,29507,430,true,2064.9999999999995,35,5,9,7,13,4,4,0,3,2,0,1,4,3,1
100295,49641,789,false,983.5,10,2,2,2,5,0,0,1,0,1,0,0,1,0,0
100295,98421,789,false,1133.6,0,0,2,0,3,0,0,0,1,1,2,1,1,2,0
100295,58808,430,false,1149.0,11,4,4,0,0,4,3,2,9,3,1,0,3,0,0
100295,39799,430,true,1951.9999999999995,26,4,12,2,4,13,12,0,7,8,1,0,4,2,0
100295,13174,789,false,404.7000000000001,2,1,2,0,1,0,0,0,0,2,0,0,0,1,0
100295,79034,789,true,1405.6999999999998,12,3,3,2,6,0,0,1,1,2,1,1,0,3,0
100295,29407,789,false,378.00000000000006,1,0,0,0,0,2,1,0,2,2,0,0,0,1,0
100295,99908,430,true,1962.9999999999995,35,7,11,5,7,6,6,2,1,4,4,0,3,2,0
100295,53316,430,false,720.1999999999999,8,1,4,2,2,0,0,0,0,4,1,0,1,1,0
100295,17360,430,false,1630.9999999999998,5,1,3,1,2,0,0,1,2,2,0,0,0,1,0
100295,10589,789,false,958.7,5,2,2,0,0,2,1,0,4,3,0,1,1,1,1
100295,52041,430,false,1699.999999999999,6,0,1,2,5,0,0,2,1,1,1,0,0,3,0
100295,39198,430,false,376.00000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
100295,94555,430,true,1527.2999999999995,7,2,3,1,5,0,0,0,3,3,2,0,1,5,0
100295,51734,789,false,1953.9999999999995,12,1,4,3,3,2,1,1,6,6,1,0,1,1,1
100295,24597,430,true,1316.5,3,1,2,0,1,2,1,3,7,3,1,3,1,2,0
100295,28540,789,true,1167.0,11,1,3,3,6,0,0,1,0,4,1,0,0,4,0
100266,81637,108,true,1688.9999999999998,8,4,10,0,3,0,0,0,7,10,3,0,4,3,0
100266,78088,108,true,2347.0,17,7,14,1,1,0,0,0,4,3,1,1,0,2,0
100266,42079,108,false,1504.0,17,2,6,3,5,5,4,0,1,3,0,0,2,3,0
100266,39020,740,true,1204.0,7,3,4,0,0,6,1,5,7,3,0,1,1,1,0
100266,55414,108,true,940.0,10,3,4,1,4,1,1,0,1,1,0,0,2,1,0
100266,16030,740,true,2185.2,24,7,15,2,6,6,4,4,6,3,3,0,1,4,0
100266,24363,108,false,1605.0,16,0,4,3,5,7,7,0,3,3,0,1,0,3,0
100266,96021,740,true,2019.0,18,4,9,3,9,2,1,3,3,6,4,2,1,3,0
100266,79473,740,false,2075.0000000000005,20,3,5,4,7,2,2,1,10,3,2,1,2,4,0
100266,41210,108,false,1592.0,17,6,6,1,1,4,2,1,5,0,0,1,0,2,0
100266,28031,740,true,2277.0,21,6,12,1,7,6,6,1,3,2,2,0,2,4,0
100266,92478,740,true,2141.0,18,5,6,1,4,5,5,0,3,5,0,1,2,5,0
100266,65494,740,false,795.0000000000001,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0
100266,24216,108,true,2338.0,10,2,8,1,3,4,3,2,6,1,0,5,4,2,0
100266,21562,740,false,990.0,2,1,2,0,1,0,0,1,0,0,0,0,2,0,1
100266,64019,740,false,713.8000000000001,5,1,3,1,1,0,0,0,1,3,1,0,0,3,0
100266,89892,108,false,799.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
100266,24916,108,true,1586.0,8,3,6,0,0,4,2,1,5,0,0,1,2,3,1
100202,17710,789,true,1931.0,39,8,13,6,15,7,5,2,3,5,0,0,2,3,0
100202,58407,789,true,2214.0000000000005,15,6,9,0,2,4,3,2,6,5,1,0,1,2,0
100202,39020,740,true,2110.6,24,11,13,0,0,3,2,4,10,1,2,1,0,4,0
100202,16030,740,true,2045.3,27,5,8,2,6,12,11,1,8,6,0,0,3,2,0
100202,49641,789,true,1137.3000000000002,6,0,0,2,4,0,0,0,2,2,0,0,2,1,0
100202,26756,789,false,221.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100202,96021,740,true,2118.0000000000005,21,3,5,4,10,4,3,2,4,4,0,1,0,4,0
100202,98421,789,false,1213.9999999999998,9,2,4,0,2,6,5,1,1,1,1,0,1,3,0
100202,79473,740,false,1820.9999999999995,18,4,7,3,7,2,1,0,4,7,1,0,0,1,0
100202,28031,740,true,2086.3000000000006,17,7,10,1,5,1,0,2,3,5,1,0,3,3,0
100202,13174,789,true,1694.0,12,3,7,2,6,0,0,0,5,4,2,0,2,2,0
100202,92478,740,true,279.0,3,0,0,1,1,0,0,0,0,2,0,0,0,1,0
100202,79034,789,false,1356.9999999999998,11,4,6,1,4,1,0,2,2,2,3,0,0,5,0
100202,65494,740,false,1829.1,9,3,7,0,0,4,3,1,3,3,2,1,2,3,0
100202,29407,789,false,386.0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0
100202,10589,789,false,887.2,8,3,4,0,0,2,2,3,4,1,0,2,0,1,0
100202,21562,740,false,1121.0,2,1,2,0,1,2,0,1,0,2,2,0,0,3,0
100202,51734,789,false,1373.1,2,1,2,0,2,0,0,0,2,4,0,0,2,2,0
100202,64019,740,false,989.7,6,3,6,0,1,0,0,0,1,0,0,0,2,1,0
100202,28540,789,true,1984.7,16,1,4,4,11,2,2,1,5,3,0,0,1,3,0
100241,94836,908,false,1228.8000000000002,12,1,2,3,7,1,1,0,2,2,0,0,1,0,0
100241,36806,908,true,1961.0,24,10,20,0,1,5,4,5,9,3,3,2,3,3,0
100241,49758,908,false,919.0,7,3,5,0,0,1,1,2,1,1,1,1,0,3,0
100241,59187,273,true,2069.0,34,6,10,6,10,5,4,1,3,3,0,0,4,2,1
100241,94795,908,true,1471.9999999999998,13,3,5,1,5,6,4,0,4,2,1,2,3,3,1
100241,27017,273,true,1633.9999999999998,12,2,3,2,5,2,2,0,4,7,2,0,2,3,0
100241,27145,273,true,2074.0,14,5,12,0,0,4,4,1,9,4,1,1,0,1,0
100241,30523,908,true,1929.7,17,5,6,1,3,5,4,1,0,4,1,0,1,3,0
100241,17411,908,false,1587.7,9,3,6,1,1,0,0,0,3,5,1,0,2,1,0
100241,78021,273,false,1519.9999999999998,3,0,0,1,4,0,0,0,3,1,0,0,0,2,0
100241,34648,273,false,806.0,6,1,3,0,0,4,4,2,4,3,0,1,1,2,0
100241,77136,908,false,1986.9999999999995,15,1,4,4,9,1,1,0,6,3,2,2,1,2,0
100241,94553,273,false,930.0,11,1,1,3,6,0,0,1,2,1,0,0,1,0,0
100241,99901,273,true,1975.9999999999995,11,4,7,1,6,0,0,0,4,4,2,1,4,4,1
100241,89924,908,true,2066.8,22,10,15,0,1,3,2,1,4,8,1,1,0,3,0
100241,51976,273,false,528.0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0
100241,72964,273,true,1090.0,3,0,3,1,4,0,0,0,1,1,2,0,2,1,0
100241,49591,273,false,1611.9999999999998,17,3,7,3,3,4,2,3,4,1,1,1,2,1,0
100241,41026,908,true,1247.9999999999998,0,0,1,0,3,0,0,0,2,5,0,0,3,1,0
100241,45654,273,false,160.99999999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0
100193,70650,788,false,1223.1999999999998,20,4,5,4,10,0,0,3,5,1,1,0,0,3,0
100193,91739,933,false,1348.8,7,2,5,1,5,0,0,0,2,5,2,0,1,0,0
100193,72436,788,true,1650.0,13,6,7,0,2,3,1,5,12,7,1,1,1,1,1
100193,95001,788,true,2134.0,26,6,12,3,10,7,5,1,8,2,1,1,5,1,2
100193,33364,933,true,1592.6,12,6,10,0,3,2,0,2,3,3,0,1,1,4,0
100193,87352,788,true,1424.8000000000002,6,0,0,2,5,0,0,1,2,3,0,0,1,2,0
100193,96469,933,false,1641.6,8,1,3,2,4,0,0,2,7,1,0,1,0,2,0
100193,62683,933,true,1514.0,21,5,15,2,5,7,5,0,4,10,0,1,4,1,0
100193,72654,933,true,2145.0,22,4,7,4,8,4,2,1,6,2,1,1,0,3,0
100193,86143,933,false,926.0,0,0,2,0,2,0,0,0,3,0,0,1,1,1,0
100193,13920,788,true,2027.0,39,7,11,5,9,10,10,1,5,8,2,0,3,3,2
100193,82592,788,false,1048.0,11,1,3,3,5,0,0,1,2,2,1,0,0,1,0
100193,26085,788,false,1438.0,5,2,5,0,1,5,1,0,2,8,0,0,2,1,0
100193,45589,788,false,1118.0,2,1,4,0,1,0,0,0,4,1,0,0,0,1,0
100193,21380,933,false,1518.2,20,0,0,6,6,2,2,0,2,4,0,0,0,4,0
100193,86086,933,true,1950.8,19,4,9,2,4,5,5,1,4,1,1,0,2,2,0
100193,49482,788,false,450.0,0,0,1,0,1,0,0,1,1,1,0,0,0,3,0
100193,98605,788,true,1887.0,8,4,9,0,3,0,0,1,3,0,0,2,1,1,1
100193,84150,933,true,1763.0,17,5,7,2,4,1,1,3,9,6,0,0,1,4,0
100215,81637,108,true,1600.2999999999995,17,4,6,1,5,6,6,0,3,5,0,0,2,2,0
100215,78088,108,true,1270.9999999999998,11,3,6,1,1,2,2,0,3,1,1,1,0,1,0
100215,23914,604,false,1136.9999999999998,15,6,6,1,1,2,0,1,5,2,0,0,2,2,1
100215,27556,604,false,1481.9999999999995,11,4,5,1,6,0,0,1,4,2,0,0,0,2,0
100215,91089,108,false,197.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100215,49218,604,true,1742.9999999999995,36,12,14,2,2,8,6,2,10,8,2,0,1,3,0
100215,40696,604,true,1546.0,11,3,9,1,4,3,2,0,3,9,2,0,1,1,0
100215,24363,108,false,1806.9999999999995,18,2,5,3,6,6,5,1,3,5,1,0,5,0,0
100215,26444,604,false,1573.9999999999998,8,2,4,0,1,4,4,2,3,7,1,0,3,2,0
100215,86659,108,false,231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100215,46046,604,false,1493.9999999999998,6,0,1,2,5,0,0,0,5,4,2,0,2,0,0
100215,14883,604,true,1952.9999999999995,16,5,8,1,5,4,3,1,2,1,1,0,1,1,0
100215,41210,108,false,598.6999999999999,4,2,4,0,0,0,0,1,5,0,0,0,0,4,0
100215,59516,604,false,371.00000000000006,2,1,2,0,0,0,0,0,2,0,1,0,0,1,0
100215,24216,108,true,1650.9999999999998,15,6,8,1,5,2,0,2,4,1,2,2,1,3,0
100215,42945,108,false,1881.9999999999995,8,2,2,1,7,3,1,1,1,4,4,1,1,2,0
100215,69598,604,true,1373.0,21,5,7,2,3,8,5,2,0,1,0,0,2,2,1
100215,90853,604,false,421.00000000000006,8,1,2,2,2,0,0,0,0,0,0,0,0,0,0
100215,95748,108,false,1265.9999999999998,15,2,4,3,6,2,2,1,0,4,0,0,2,1,0
100215,89892,108,true,1703.9999999999998,2,1,2,0,6,0,0,1,3,0,0,0,4,2,0
100215,48957,604,true,1306.0,2,1,1,0,0,0,0,1,2,1,0,0,0,2,0
100215,24916,108,true,2191.999999999999,15,6,12,1,1,2,0,3,6,1,1,0,1,3,0
100216,29507,430,true,1853.0,16,5,12,1,7,3,3,3,2,1,0,0,3,2,0
100216,90115,547,false,1551.5000000000002,22,5,8,3,11,3,3,0,1,3,1,1,1,1,1
100216,39799,430,true,1917.0,16,4,10,1,5,7,5,0,6,6,1,2,2,0,1
100216,39103,547,true,1762.0,15,4,10,1,4,4,4,5,3,5,0,0,1,0,0
100216,73406,547,true,870.7,4,2,7,0,1,0,0,3,2,0,0,1,0,3,0
100216,14296,547,true,1863.8,24,9,11,1,3,4,3,1,5,4,3,0,1,1,0
100216,60173,547,false,1376.0000000000002,4,2,5,0,3,0,0,1,4,9,0,1,2,0,0
100216,99908,430,true,1631.0,21,4,8,4,6,4,1,0,3,3,0,1,2,4,0
100216,40426,547,false,1788.0000000000002,23,3,6,5,5,2,2,0,7,2,2,0,0,1,0
100216,53316,430,false,1304.0,9,4,4,0,5,1,1,1,0,4,0,0,2,0,0
100216,17360,430,true,1713.0000000000002,7,2,2,0,4,4,3,4,5,1,2,2,2,1,1
100216,95917,547,false,87.0,2,1,2,0,0,0,0,1,1,1,0,2,0,0,0
100216,52041,430,false,1919.0,20,5,6,3,6,1,1,2,2,2,0,1,0,2,0
100216,16107,430,false,224.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
100216,39198,430,false,1420.0,14,4,7,2,4,0,0,2,4,3,1,0,1,2,0
100216,33208,547,false,87.0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0
100216,94555,430,true,1669.0,15,2,2,3,8,2,2,0,4,5,1,0,1,4,1
100216,82140,430,false,750.0,2,1,2,0,3,0,0,1,1,1,0,1,1,1,0
100216,89832,547,false,801.2999999999998,5,2,4,0,0,2,1,5,3,0,1,3,0,1,0
100216,71124,547,true,1502.7,19,9,13,0,1,1,1,0,7,4,1,0,3,3,0
100216,10066,547,true,2080.0,17,8,12,0,0,1,1,2,3,7,2,0,0,4,0
100216,62742,547,false,630.0,5,1,2,1,1,0,0,1,2,1,0,0,0,1,0
100240,53770,662,true,2202.9999999999995,16,2,9,3,5,3,3,0,1,3,0,0,5,1,0
100240,50984,592,false,808.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
100240,52644,592,false,1669.6,6,0,0,2,5,0,0,1,2,2,0,1,2,3,0
100240,73914,592,true,2421.9999999999995,22,3,8,4,10,5,4,1,2,7,3,0,4,3,0
100240,58553,592,true,2447.9999999999995,24,6,12,3,10,3,3,2,7,4,5,1,1,2,1
100240,41275,662,false,1075.0,4,2,4,0,0,0,0,3,3,2,2,0,1,0,0
100240,15209,662,false,390.0,4,2,3,0,0,0,0,2,0,0,0,0,0,0,0
100240,21499,592,false,1462.7000000000005,10,0,1,2,3,4,4,0,5,2,1,0,0,2,0
100240,97239,592,true,1550.3,9,0,0,3,7,0,0,0,1,6,2,0,3,3,0
100240,11268,592,true,2071.999999999999,33,13,14,0,0,11,7,4,3,1,1,2,1,2,0
100240,55480,592,true,1411.4,9,3,4,0,3,3,3,0,0,2,2,0,2,3,0
100240,35846,662,false,1045.2,13,0,2,4,7,2,1,0,1,0,0,0,1,2,0
100240,59761,662,true,1262.8000000000002,8,2,3,1,3,2,1,3,0,2,1,0,0,3,0
100240,12405,662,true,2161.0999999999995,22,9,19,0,3,6,4,5,10,5,4,0,5,5,0
100240,24144,662,true,2214.9999999999995,18,4,6,2,8,4,4,3,7,4,1,0,4,5,1
100240,59688,662,true,2487.4999999999995,20,8,9,0,3,4,4,5,4,8,1,0,1,2,0
100240,78739,662,false,1560.4,10,2,4,2,5,0,0,1,3,2,0,1,1,3,0
100240,23317,592,false,556.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
100302,46862,727,true,2184.0,19,7,11,0,3,6,5,1,14,8,0,3,3,2,0
100302,73360,162,true,1950.0,16,1,3,4,9,2,2,2,1,1,1,0,1,1,0
100302,87548,162,false,725.9999999999999,2,0,0,0,1,2,2,0,2,4,0,0,0,1,0
100302,50214,727,false,1690.0,26,1,2,8,14,0,0,0,3,1,0,1,1,3,0
100302,49841,162,true,1887.0,20,4,9,4,8,0,0,0,4,3,2,0,1,1,0
100302,69919,162,true,1985.0,10,1,3,0,0,9,8,1,7,1,0,1,0,1,0
100302,40028,727,true,1544.0,11,5,9,0,0,2,1,3,5,1,1,0,0,3,0
100302,15951,727,true,2456.0,35,8,16,3,8,14,10,0,5,8,1,0,3,5,0
100302,10771,727,true,1853.0,8,1,1,2,3,0,0,0,1,1,0,1,0,1,0
100302,57972,162,false,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302,98154,727,false,858.9999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
100302,28880,727,false,690.9999999999999,2,1,1,0,0,0,0,1,2,0,0,1,0,1,0
100302,22084,162,false,1329.0,17,2,4,3,5,7,4,2,6,0,1,0,0,2,0
100302,94374,162,true,1849.0,8,1,6,1,4,3,3,0,4,5,3,1,1,0,0
100302,24465,162,false,69.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100302,61084,727,true,2391.0,15,4,10,2,6,1,1,1,7,7,0,1,3,5,0
100302,72108,162,false,1726.0,16,4,4,2,4,2,2,2,5,2,1,1,1,4,0
