note_id,game_id,player_id,team_id,note_date,status,text
77,100209,11268,891,2025-12-05,out,"Ruled out for December 5, 2025, Barnett cites rest."
78,100223,11268,891,2025-12-07,out,Barnett is out for the El Paso Ospreys matchup with rest.
79,100232,11268,891,2025-12-11,out,"Barnett will not play on December 11, 2025 because of rest."
80,100268,11268,891,2025-12-22,out,"Barnett will not play on December 22, 2025 because of rest."
81,100392,11268,891,2026-01-13,out,Barnett (rest) is out for this game against the Albuquerque Lancers.
82,100395,11268,891,2026-01-14,out,Barnett is out for the Tulsa Admirals matchup with rest.
83,100443,11268,891,2026-01-22,out,Barnett (rest) is out for this game against the Spokane Outlaws.
84,100494,11268,891,2026-02-01,out,"Barnett will not play on February 1, 2026 because of rest."
85,100532,11268,891,2026-02-07,out,"Due to rest, Barnett is out against the Baton Rouge Falcons."
86,100595,11268,891,2026-02-26,out,Barnett (rest) is out for this game against the Cheyenne Pioneers.
87,100652,11268,891,2026-03-09,out,Barnett (rest) is out for this game against the Honolulu Miners.
88,100686,11268,891,2026-03-15,out,"Barnett misses the March 15, 2026 game against the Reno Ridgebacks (back)."
89,100703,11268,891,2026-03-18,out,Barnett (back) is out for this game against the Fresno Bison.
90,100708,11268,891,2026-03-19,out,"Ruled out for March 19, 2026, Barnett cites back spasms."
91,100725,11268,891,2026-03-21,out,"Barnett misses the March 21, 2026 game against the Fresno Bison (back)."
92,100734,11268,891,2026-03-23,out,"Barnett will not play on March 23, 2026 because of back spasms."
93,100766,11268,891,2026-03-28,out,"Barnett will not play on March 28, 2026 because of back spasms."
94,100768,11268,891,2026-03-29,out,"Barnett misses the March 29, 2026 game against the Austin Sentinels (back)."
95,100819,11268,891,2026-04-08,out,Barnett is out for the Boise Glaciers matchup with back spasms.
96,100223,12405,662,2025-12-07,out,"Ruled out for December 7, 2025, Carver cites an illness."
97,100255,12405,662,2025-12-20,out,Carver is out for the Cincinnati Stallions matchup with rest.
98,100264,12405,662,2025-12-21,out,"Carver misses the December 21, 2025 game against the Bakersfield Wranglers (rest)."
99,100299,12405,662,2025-12-28,out,Carver is out for the Baton Rouge Falcons matchup with personal reasons.
100,100328,12405,662,2026-01-02,out,Carver (knee) is out for this game against the Missoula Anchors.
101,100422,12405,662,2026-01-19,out,Carver is out for the Bakersfield Wranglers matchup with a calf strain.
102,100446,12405,662,2026-01-23,out,"Carver will not play on January 23, 2026 because of a sprained ankle."
103,100680,12405,662,2026-03-13,out,Carver is out for the Honolulu Miners matchup with personal reasons.
104,100701,12405,662,2026-03-18,out,"Carver misses the March 18, 2026 game against the Tulsa Admirals (personal)."
105,100794,12405,662,2026-04-02,out,"Due to hamstring tightness, Carver is out against the Austin Sentinels."
106,100353,13920,788,2026-01-07,out,"Due to knee soreness, Kirby is out against the Fresno Bison."
107,100379,13920,788,2026-01-11,out,"Ruled out for January 11, 2026, Kirby cites an illness."
108,100503,13920,788,2026-02-02,out,"Due to concussion protocol, Kirby is out against the Tulsa Admirals."
109,100517,13920,788,2026-02-04,out,"Kirby will not play on February 4, 2026 because of concussion protocol."
110,100533,13920,788,2026-02-07,out,Kirby is out for the Jacksonville Cobras matchup with concussion protocol.
111,100551,13920,788,2026-02-11,out,"Ruled out for February 11, 2026, Kirby cites concussion protocol."
112,100554,13920,788,2026-02-12,out,"Kirby misses the February 12, 2026 game against the Reno Ridgebacks (concussion)."
113,100565,13920,788,2026-02-20,out,"Kirby misses the February 20, 2026 game against the Missoula Anchors (hamstring)."
114,100587,13920,788,2026-02-24,out,"Due to hamstring tightness, Kirby is out against the Buffalo Marshals."
115,100591,13920,788,2026-02-25,out,"Kirby will not play on February 25, 2026 because of hamstring tightness."
116,100595,13920,788,2026-02-26,out,Kirby (hamstring) is out for this game against the Des Moines Vultures.
117,100619,13920,788,2026-03-03,out,"Due to hamstring tightness, Kirby is out against the Cincinnati Stallions."
118,100627,13920,788,2026-03-05,out,"Kirby will not play on March 5, 2026 because of hamstring tightness."
119,100638,13920,788,2026-03-06,out,Kirby is out for the Bakersfield Wranglers matchup with hamstring tightness.
120,100671,13920,788,2026-03-12,out,"Kirby misses the March 12, 2026 game against the Hartford Comets (personal)."
121,100676,13920,788,2026-03-13,out,"Ruled out for March 13, 2026, Kirby cites personal reasons."
122,100690,13920,788,2026-03-16,out,"Ruled out for March 16, 2026, Kirby cites personal reasons."
123,100704,13920,788,2026-03-18,out,"Kirby misses the March 18, 2026 game against the Boise Glaciers (personal)."
124,100716,13920,788,2026-03-20,out,"Ruled out for March 20, 2026, Kirby cites personal reasons."
125,100753,13920,788,2026-03-26,out,"Due to a sprained ankle, Kirby is out against the Birmingham Foxes."
126,100758,13920,788,2026-03-27,out,"Due to a sprained ankle, Kirby is out against the Buffalo Marshals."
127,100784,13920,788,2026-03-31,out,Kirby is out for the Missoula Anchors matchup with back spasms.
128,100787,13920,788,2026-04-01,out,"Due to back spasms, Kirby is out against the Austin Sentinels."
129,100792,13920,788,2026-04-02,out,"Ruled out for April 2, 2026, Kirby cites back spasms."
130,100798,13920,788,2026-04-03,out,Kirby is out for the Honolulu Miners matchup with back spasms.
131,100810,13920,788,2026-04-06,out,"Ruled out for April 6, 2026, Kirby cites back spasms."
132,100818,13920,788,2026-04-07,out,"Ruled out for April 7, 2026, Kirby cites back spasms."
133,100829,13920,788,2026-04-10,out,"Kirby misses the April 10, 2026 game against the Spokane Outlaws (back)."
134,100077,14296,547,2025-11-05,out,"Radford misses the November 5, 2025 game against the Tacoma Talons (back)."
135,100104,14296,547,2025-11-11,out,Radford is out for the Honolulu Miners matchup with a sprained wrist.
136,100424,14296,547,2026-01-19,out,"Due to a sprained wrist, Radford is out against the Jacksonville Cobras."
137,100437,14296,547,2026-01-21,out,Radford is out for the Missoula Anchors matchup with a sprained wrist.
138,100500,14296,547,2026-02-01,out,"Ruled out for February 1, 2026, Radford cites knee soreness."
139,100503,14296,547,2026-02-02,out,Radford is out for the Cheyenne Pioneers matchup with knee soreness.
140,100509,14296,547,2026-02-03,out,"Due to knee soreness, Radford is out against the Hartford Comets."
141,100525,14296,547,2026-02-06,out,"Radford will not play on February 6, 2026 because of hamstring tightness."
142,100560,14296,547,2026-02-19,out,"Radford will not play on February 19, 2026 because of a sprained ankle."
143,100639,14296,547,2026-03-06,out,Radford (knee) is out for this game against the El Paso Ospreys.
144,100762,14296,547,2026-03-27,out,"Due to personal reasons, Radford is out against the Louisville Nomads."
145,100770,14296,547,2026-03-29,out,Radford is out for the Buffalo Marshals matchup with personal reasons.
146,100795,14296,547,2026-04-02,out,"Ruled out for April 2, 2026, Radford cites personal reasons."
147,100808,14296,547,2026-04-05,out,Radford (calf) is out for this game against the Albany Condors.
148,100818,14296,547,2026-04-07,out,Radford is out for the Cheyenne Pioneers matchup with a calf strain.
149,100831,14296,547,2026-04-10,out,"Radford will not play on April 10, 2026 because of a calf strain."
150,100001,14600,486,2025-10-21,out,Radford (ankle) is out for this game against the Baton Rouge Falcons.
151,100006,14600,486,2025-10-22,out,"Ruled out for October 22, 2025, Radford cites a sprained ankle."
152,100009,14600,486,2025-10-23,out,"Ruled out for October 23, 2025, Radford cites a sprained ankle."
153,100024,14600,486,2025-10-26,out,Radford is out for the Jacksonville Cobras matchup with a sprained ankle.
154,100039,14600,486,2025-10-29,out,Radford is out for the Des Moines Vultures matchup with hamstring tightness.
155,100190,14600,486,2025-12-01,out,"Radford misses the December 1, 2025 game against the Baton Rouge Falcons (wrist)."
156,100195,14600,486,2025-12-02,out,"Ruled out for December 2, 2025, Radford cites a sprained wrist."
157,100247,14600,486,2025-12-18,out,Radford (personal) is out for this game against the Albuquerque Lancers.
158,100287,14600,486,2025-12-26,out,"Radford will not play on December 26, 2025 because of concussion protocol."
159,100796,14600,486,2026-04-03,out,"Radford misses the April 3, 2026 game against the Bakersfield Wranglers (back)."
160,100805,14600,486,2026-04-05,out,"Radford misses the April 5, 2026 game against the Anchorage Herons (back)."
161,100057,14883,604,2025-11-02,out,Mercer (concussion) is out for this game against the Boise Glaciers.
162,100206,14883,604,2025-12-04,out,Mercer is out for the Raleigh Wardens matchup with a calf strain.
163,100235,14883,604,2025-12-12,out,"Ruled out for December 12, 2025, Mercer cites a sprained ankle."
164,100256,14883,604,2025-12-20,out,"Ruled out for December 20, 2025, Mercer cites an illness."
165,100308,14883,604,2025-12-29,out,"Mercer misses the December 29, 2025 game against the Buffalo Marshals (concussion)."
166,100321,14883,604,2026-01-01,out,"Ruled out for January 1, 2026, Mercer cites knee soreness."
167,100325,14883,604,2026-01-02,out,"Mercer will not play on January 2, 2026 because of knee soreness."
168,100339,14883,604,2026-01-04,out,"Ruled out for January 4, 2026, Mercer cites knee soreness."
169,100348,14883,604,2026-01-06,out,"Mercer will not play on January 6, 2026 because of knee soreness."
170,100355,14883,604,2026-01-07,out,Mercer (knee) is out for this game against the Albany Condors.
171,100366,14883,604,2026-01-09,out,"Due to knee soreness, Mercer is out against the Richmond Kestrels."
172,100389,14883,604,2026-01-13,out,"Due to knee soreness, Mercer is out against the Birmingham Foxes."
173,100402,14883,604,2026-01-15,out,"Mercer misses the January 15, 2026 game against the Columbus Voyagers (knee)."
174,100408,14883,604,2026-01-16,out,"Mercer will not play on January 16, 2026 because of knee soreness."
175,100414,14883,604,2026-01-17,out,Mercer (knee) is out for this game against the Fresno Bison.
176,100427,14883,604,2026-01-19,out,"Mercer misses the January 19, 2026 game against the Louisville Nomads (knee)."
177,100430,14883,604,2026-01-20,out,Mercer (knee) is out for this game against the Birmingham Foxes.
178,100456,14883,604,2026-01-25,out,"Due to knee soreness, Mercer is out against the Columbus Voyagers."
179,100468,14883,604,2026-01-27,out,Mercer (knee) is out for this game against the Hartford Comets.
180,100481,14883,604,2026-01-29,out,"Mercer misses the January 29, 2026 game against the Jacksonville Cobras (knee)."
181,100490,14883,604,2026-01-31,out,"Mercer will not play on January 31, 2026 because of knee soreness."
182,100555,14883,604,2026-02-12,out,"Mercer misses the February 12, 2026 game against the Newark Mustangs (personal)."
183,100562,14883,604,2026-02-20,out,"Mercer misses the February 20, 2026 game against the Louisville Nomads (personal)."
184,100588,14883,604,2026-02-25,out,"Ruled out for February 25, 2026, Mercer cites back spasms."
185,100717,14883,604,2026-03-20,out,Mercer is out for the Honolulu Miners matchup with personal reasons.
186,100779,14883,604,2026-03-30,out,Mercer is out for the Cheyenne Pioneers matchup with an illness.
187,100805,14883,604,2026-04-05,out,"Mercer will not play on April 5, 2026 because of knee soreness."
188,100833,14883,604,2026-04-10,out,"Mercer will not play on April 10, 2026 because of hamstring tightness."
189,100025,15951,727,2025-10-26,out,Sinclair is out for the Missoula Anchors matchup with concussion protocol.
190,100037,15951,727,2025-10-29,out,"Sinclair misses the October 29, 2025 game against the Reno Ridgebacks (illness)."
191,100048,15951,727,2025-10-31,out,"Sinclair misses the October 31, 2025 game against the Boise Glaciers (illness)."
192,100068,15951,727,2025-11-04,out,"Ruled out for November 4, 2025, Sinclair cites concussion protocol."
193,100263,15951,727,2025-12-21,out,Sinclair is out for the Buffalo Marshals matchup with a sprained wrist.
194,100309,15951,727,2025-12-30,out,"Sinclair misses the December 30, 2025 game against the Bakersfield Wranglers (ankle)."
195,100319,15951,727,2025-12-31,out,"Sinclair will not play on December 31, 2025 because of a sprained ankle."
196,100467,15951,727,2026-01-27,out,Sinclair (wrist) is out for this game against the Missoula Anchors.
197,100512,15951,727,2026-02-04,out,Sinclair is out for the Tacoma Talons matchup with rest.
198,100519,15951,727,2026-02-05,out,"Due to rest, Sinclair is out against the Baton Rouge Falcons."
199,100547,15951,727,2026-02-11,out,"Due to a sprained ankle, Sinclair is out against the Albuquerque Lancers."
200,100586,15951,727,2026-02-24,out,Sinclair (knee) is out for this game against the Spokane Outlaws.
201,100727,15951,727,2026-03-21,out,"Ruled out for March 21, 2026, Sinclair cites an illness."
202,100785,15951,727,2026-04-01,out,Sinclair (personal) is out for this game against the Baton Rouge Falcons.
203,100790,15951,727,2026-04-02,out,Sinclair is out for the Spokane Outlaws matchup with personal reasons.
204,100798,15951,727,2026-04-03,out,Sinclair (personal) is out for this game against the Cheyenne Pioneers.
205,100807,15951,727,2026-04-05,out,"Sinclair will not play on April 5, 2026 because of personal reasons."
206,100826,15951,727,2026-04-10,out,Sinclair is out for the Tacoma Talons matchup with knee soreness.
207,100786,16030,740,2026-04-01,out,Montgomery is out for the El Paso Ospreys matchup with rest.
208,100795,16030,740,2026-04-02,out,Montgomery is out for the Tulsa Admirals matchup with rest.
209,100817,16030,740,2026-04-07,out,"Due to rest, Montgomery is out against the Nashville Tempest."
210,100009,17023,486,2025-10-23,out,"Due to a sprained wrist, Zimmer is out against the Reno Ridgebacks."
211,100031,17023,486,2025-10-27,out,"Due to rest, Zimmer is out against the Birmingham Foxes."
212,100095,17023,486,2025-11-10,out,Zimmer is out for the Missoula Anchors matchup with a sprained ankle.
213,100187,17023,486,2025-11-30,out,"Zimmer misses the November 30, 2025 game against the Tulsa Admirals (hamstring)."
214,100311,17023,486,2025-12-30,out,"Due to hamstring tightness, Zimmer is out against the Austin Sentinels."
215,100329,17023,486,2026-01-02,out,"Ruled out for January 2, 2026, Zimmer cites hamstring tightness."
216,100514,17023,486,2026-02-04,out,"Ruled out for February 4, 2026, Zimmer cites concussion protocol."
217,100557,17023,486,2026-02-19,out,"Zimmer misses the February 19, 2026 game against the Louisville Nomads (illness)."
218,100692,17023,486,2026-03-16,out,Zimmer is out for the Anchorage Herons matchup with back spasms.
219,100721,17023,486,2026-03-21,out,"Zimmer will not play on March 21, 2026 because of an illness."
220,100738,17023,486,2026-03-23,out,"Ruled out for March 23, 2026, Zimmer cites an illness."
221,100796,17023,486,2026-04-03,out,Zimmer is out for the Bakersfield Wranglers matchup with a sprained ankle.
222,100805,17023,486,2026-04-05,out,Zimmer is out for the Anchorage Herons matchup with a sprained ankle.
223,100008,17360,430,2025-10-23,out,"Maddox will not play on October 23, 2025 because of hamstring tightness."
224,100208,17360,430,2025-12-05,out,"Maddox misses the December 5, 2025 game against the Cincinnati Stallions (knee)."
225,100289,17360,430,2025-12-27,out,"Maddox will not play on December 27, 2025 because of a sprained wrist."
226,100328,17360,430,2026-01-02,out,"Maddox will not play on January 2, 2026 because of hamstring tightness."
227,100345,17360,430,2026-01-05,out,Maddox is out for the Newark Mustangs matchup with hamstring tightness.
228,100347,17360,430,2026-01-06,out,"Ruled out for January 6, 2026, Maddox cites hamstring tightness."
229,100367,17360,430,2026-01-09,out,"Due to hamstring tightness, Maddox is out against the Albany Condors."
230,100378,17360,430,2026-01-11,out,"Due to hamstring tightness, Maddox is out against the Jacksonville Cobras."
231,100388,17360,430,2026-01-13,out,"Maddox will not play on January 13, 2026 because of hamstring tightness."
232,100398,17360,430,2026-01-15,out,Maddox (hamstring) is out for this game against the Raleigh Wardens.
233,100419,17360,430,2026-01-18,out,Maddox (knee) is out for this game against the Buffalo Marshals.
234,100446,17360,430,2026-01-23,out,"Maddox misses the January 23, 2026 game against the El Paso Ospreys (concussion)."
235,100467,17360,430,2026-01-27,out,"Maddox will not play on January 27, 2026 because of concussion protocol."
236,100479,17360,430,2026-01-29,out,Maddox (concussion) is out for this game against the Tacoma Talons.
237,100489,17360,430,2026-01-30,out,"Maddox misses the January 30, 2026 game against the Newark Mustangs (concussion)."
238,100496,17360,430,2026-02-01,out,Maddox is out for the Hartford Comets matchup with knee soreness.
239,100501,17360,430,2026-02-02,out,"Maddox will not play on February 2, 2026 because of knee soreness."
240,100508,17360,430,2026-02-03,out,"Ruled out for February 3, 2026, Maddox cites knee soreness."
241,100527,17360,430,2026-02-07,out,"Due to knee soreness, Maddox is out against the Boise Glaciers."
242,100565,17360,430,2026-02-20,out,"Ruled out for February 20, 2026, Maddox cites a sprained ankle."
243,100576,17360,430,2026-02-22,out,"Due to back spasms, Maddox is out against the Austin Sentinels."
244,100599,17360,430,2026-02-26,out,"Maddox misses the February 26, 2026 game against the Bakersfield Wranglers (back)."
245,100668,17360,430,2026-03-11,out,Maddox is out for the Austin Sentinels matchup with hamstring tightness.
246,100700,17360,430,2026-03-18,out,"Ruled out for March 18, 2026, Maddox cites concussion protocol."
247,100748,17360,430,2026-03-25,out,Maddox is out for the El Paso Ospreys matchup with hamstring tightness.
248,100001,17411,908,2025-10-21,out,Sheffield is out for the Spokane Outlaws matchup with rest.
249,100007,17411,908,2025-10-22,out,"Sheffield misses the October 22, 2025 game against the Buffalo Marshals (rest)."
250,100237,17411,908,2025-12-14,out,"Ruled out for December 14, 2025, Sheffield cites a sprained wrist."
251,100262,17411,908,2025-12-20,out,Sheffield is out for the Cheyenne Pioneers matchup with a calf strain.
252,100343,17411,908,2026-01-05,out,Sheffield is out for the Grand Rapids Drifters matchup with a sprained wrist.
253,100383,17411,908,2026-01-12,out,"Due to knee soreness, Sheffield is out against the Providence Skylarks."
254,100495,17411,908,2026-02-01,out,"Sheffield will not play on February 1, 2026 because of personal reasons."
255,100511,17411,908,2026-02-03,out,Sheffield is out for the Albuquerque Lancers matchup with personal reasons.
256,100637,17411,908,2026-03-06,out,"Sheffield misses the March 6, 2026 game against the Fresno Bison (back)."
257,100697,17411,908,2026-03-17,out,Sheffield is out for the Tacoma Talons matchup with hamstring tightness.
258,100714,17411,908,2026-03-20,out,Sheffield is out for the Nashville Tempest matchup with an illness.
259,100726,17411,908,2026-03-21,out,"Ruled out for March 21, 2026, Sheffield cites an illness."
260,100804,17411,908,2026-04-05,out,"Ruled out for April 5, 2026, Sheffield cites back spasms."
261,100814,17411,908,2026-04-07,out,"Due to back spasms, Sheffield is out against the Grand Rapids Drifters."
262,100821,17411,908,2026-04-08,out,"Ruled out for April 8, 2026, Sheffield cites back spasms."
263,100830,17411,908,2026-04-10,out,Sheffield (back) is out for this game against the Bakersfield Wranglers.
264,100050,17710,789,2025-11-01,out,Bellamy (rest) is out for this game against the Des Moines Vultures.
265,100077,17710,789,2025-11-05,out,"Ruled out for November 5, 2025, Bellamy cites rest."
266,100084,17710,789,2025-11-08,out,"Bellamy will not play on November 8, 2025 because of a calf strain."
267,100122,17710,789,2025-11-15,out,"Ruled out for November 15, 2025, Bellamy cites concussion protocol."
268,100149,17710,789,2025-11-21,out,"Bellamy will not play on November 21, 2025 because of back spasms."
269,100228,17710,789,2025-12-10,out,Bellamy is out for the Cincinnati Stallions matchup with a calf strain.
270,100236,17710,789,2025-12-13,out,Bellamy is out for the Hartford Comets matchup with a calf strain.
271,100274,17710,789,2025-12-23,out,Bellamy is out for the Spokane Outlaws matchup with hamstring tightness.
272,100284,17710,789,2025-12-26,out,"Bellamy misses the December 26, 2025 game against the Grand Rapids Drifters (hamstring)."
273,100363,17710,789,2026-01-09,out,"Due to a calf strain, Bellamy is out against the Spokane Outlaws."
274,100426,17710,789,2026-01-19,out,"Bellamy misses the January 19, 2026 game against the Boise Glaciers (personal)."
275,100500,17710,789,2026-02-01,out,"Ruled out for February 1, 2026, Bellamy cites back spasms."
276,100506,17710,789,2026-02-03,out,"Bellamy misses the February 3, 2026 game against the Albany Condors (back)."
277,100512,17710,789,2026-02-04,out,"Ruled out for February 4, 2026, Bellamy cites back spasms."
278,100522,17710,789,2026-02-05,out,"Ruled out for February 5, 2026, Bellamy cites back spasms."
279,100529,17710,789,2026-02-07,out,"Due to back spasms, Bellamy is out against the Anchorage Herons."
280,100550,17710,789,2026-02-11,out,"Bellamy will not play on February 11, 2026 because of back spasms."
281,100564,17710,789,2026-02-20,out,"Bellamy will not play on February 20, 2026 because of back spasms."
282,100571,17710,789,2026-02-21,out,"Bellamy will not play on February 21, 2026 because of back spasms."
283,100573,17710,789,2026-02-22,out,"Due to back spasms, Bellamy is out against the Hartford Comets."
284,100592,17710,789,2026-02-25,out,"Ruled out for February 25, 2026, Bellamy cites back spasms."
285,100608,17710,789,2026-03-01,out,Bellamy is out for the Grand Rapids Drifters matchup with back spasms.
286,100643,17710,789,2026-03-07,out,"Due to back spasms, Bellamy is out against the Louisville Nomads."
287,100661,17710,789,2026-03-10,out,"Bellamy will not play on March 10, 2026 because of back spasms."
288,100673,17710,789,2026-03-12,out,"Ruled out for March 12, 2026, Bellamy cites back spasms."
289,100679,17710,789,2026-03-13,out,"Bellamy misses the March 13, 2026 game against the Birmingham Foxes (back)."
290,100697,17710,789,2026-03-17,out,"Bellamy will not play on March 17, 2026 because of back spasms."
291,100707,17710,789,2026-03-18,out,"Bellamy will not play on March 18, 2026 because of back spasms."
